tlb_page_size,tlb_entries,tlb_assoc,cycle_time,tlb_max_outstanding_walks,tlb_miss_latency,cache_line_sz,cache_assoc,cache_queue_size,tlb_hit_latency,pipelined_dma,cache_size,pipelining,cache_hit_latency,cache_bandwidth,tlb_bandwidth,success,cycle,power,area
4096,0,4,1,4,17,64,8,32,3,0,131072,0,1,14,1,True,71150,15.0111,382772.0
4096,0,4,1,8,18,64,2,64,1,0,131072,1,2,5,1,True,18254,17.795,353298.0
4096,0,4,4,4,10,32,16,128,1,0,16384,1,2,10,2,True,18800,4.86133,178692.0
4096,0,4,4,4,13,64,1,128,1,1,65536,0,2,6,1,True,57776,4.03967,191813.0
4096,0,4,4,8,14,16,1,128,4,1,16384,0,4,15,1,True,114627,1.33894,65228.1
4096,0,4,5,8,20,64,8,32,2,1,131072,0,2,12,2,True,66204,8.05781,748954.0
4096,0,8,2,4,11,64,4,32,4,0,32768,0,4,11,2,True,106937,3.31701,202924.0
4096,0,8,2,4,19,64,16,32,4,0,16384,1,3,5,1,True,25776,3.80444,85151.5
4096,0,8,2,8,11,16,1,128,2,1,32768,0,1,16,2,True,71379,4.46422,222252.0
4096,0,8,3,4,20,32,16,32,4,0,16384,1,2,5,1,True,23724,3.72943,85183.5
4096,0,8,3,8,12,64,2,32,3,0,16384,1,2,13,2,True,21281,2.18774,118104.0
4096,0,8,3,8,15,32,1,32,1,0,65536,0,4,15,1,True,79594,4.18879,191714.0
4096,0,8,3,8,15,32,16,32,2,0,131072,0,1,12,1,True,59712,9.79317,384816.0
4096,0,8,5,4,10,32,16,32,2,0,16384,1,4,11,1,True,22262,2.76969,84035.1
4096,0,8,5,8,14,16,4,32,1,0,16384,1,2,16,2,True,20228,3.18613,181701.0
4096,0,8,5,8,19,16,1,32,3,0,32768,0,2,10,2,True,81450,2.73462,222252.0
4096,0,16,1,4,15,16,8,64,2,0,16384,1,4,10,1,True,45882,4.98281,88237.9
4096,0,16,2,4,16,16,1,128,4,1,65536,0,2,8,1,True,95856,5.11508,302928.0
4096,0,16,3,8,11,64,16,128,2,0,131072,0,4,15,1,True,85237,7.93284,342851.0
4096,0,16,4,4,18,16,2,32,1,0,16384,0,3,10,1,True,76474,1.62656,65125.1
